;ISO Code;resultado_reduzido_@odata.context;resultado_reduzido_value_cotacaoCompra;resultado_reduzido_value_cotacaoVenda;resultado_reduzido_value_dataHoraCotacao;resultado_reduzido_value_tipoBoletim
5842;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0184;2.0192;2012-06-14 13:07:52.354;Fechamento
5843;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0224;2.0232;2012-06-28 13:03:57.013;Fechamento
5844;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.983;1.9838;2012-06-29 13:06:39.994;Fechamento
5845;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.003;2.0037;2012-07-13 13:11:35.409;Fechamento
5846;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0045;2.0053;2012-07-27 13:11:46.204;Fechamento
5847;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0391;2.0399;2012-08-01 13:07:38.649;Fechamento
5848;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0426;2.0434;2012-08-14 13:09:13.346;Fechamento
5849;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0709;2.0717;2012-08-28 13:03:36.899;Fechamento
5850;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0647;2.0655;2012-08-31 13:04:17.112;Fechamento
5851;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0734;2.0743;2012-09-14 13:10:43.711;Fechamento
5852;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0634;2.0642;2012-09-28 13:05:37.858;Fechamento
5853;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0608;2.0617;2012-10-01 13:08:57.092;Fechamento
5854;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0817;2.0825;2012-10-11 13:06:49.893;Fechamento
5855;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.031;2.0318;2012-10-26 13:08:42.618;Fechamento
5856;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0367;2.0375;2012-11-01 13:03:49.665;Fechamento
5857;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0587;2.0594;2012-11-14 13:05:05.917;Fechamento
5858;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1006;2.1013;2012-11-28 13:10:49.826;Fechamento
5859;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1193;2.1201;2012-11-30 13:09:48.125;Fechamento
5860;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1153;2.1162;2012-12-14 13:09:43.002;Fechamento
5861;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0525;2.0534;2012-12-28 13:10:47.39;Fechamento
5862;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0538;2.0546;2012-12-31 11:04:48.434;Fechamento
5863;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0608;2.0616;2013-01-14 13:09:43.286;Fechamento
5864;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0047;2.0054;2013-01-28 13:03:00.518;Fechamento
5865;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9856;1.9863;2013-02-01 13:02:58.868;Fechamento
5866;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9631;1.9639;2013-02-14 13:09:35.621;Fechamento
5867;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9207;1.9214;2013-02-28 13:11:51.961;Fechamento
5868;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9301;1.9307;2013-03-01 13:12:05.871;Fechamento
5869;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9171;1.9177;2013-03-14 13:10:44.779;Fechamento
5870;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9811;1.9819;2013-03-28 17:10:23.298;Fechamento
5871;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9849;1.9856;2013-04-01 13:06:00.107;Fechamento
5872;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9492;1.95;2013-04-12 13:07:09.361;Fechamento
5873;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9661;1.9669;2013-04-26 13:09:38.749;Fechamento
5874;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9868;1.9876;2013-04-30 13:04:54.305;Fechamento
5875;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9761;1.9768;2013-05-14 13:12:38.797;Fechamento
5876;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);1.9873;1.988;2013-05-28 13:04:48.674;Fechamento
5877;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0615;2.0622;2013-05-31 13:03:28.875;Fechamento
5878;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0989;2.0997;2013-06-14 13:08:36.438;Fechamento
5879;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1071;2.1079;2013-06-28 13:07:33.739;Fechamento
5880;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1807;2.1819;2013-07-12 13:11:39.968;Fechamento
5881;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1841;2.1852;2013-07-26 13:04:40.197;Fechamento
5882;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2155;2.2167;2013-08-01 13:07:33.478;Fechamento
5883;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2387;2.2403;2013-08-14 13:04:50.433;Fechamento
5884;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.24;2.2421;2013-08-28 13:10:01.787;Fechamento
5885;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.247;2.2486;2013-08-30 13:05:48.122;Fechamento
5886;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2026;2.2038;2013-09-13 13:03:39.421;Fechamento
5887;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1906;2.1918;2013-09-27 13:06:38.822;Fechamento
5888;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1401;2.1412;2013-10-01 13:06:16.964;Fechamento
5889;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1061;2.1073;2013-10-14 13:12:32.447;Fechamento
5890;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0904;2.0919;2013-10-28 13:11:25.151;Fechamento
5891;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.153;2.154;2013-11-01 13:10:04.197;Fechamento
5892;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2157;2.2174;2013-11-14 13:03:38.38;Fechamento
5893;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1903;2.1919;2013-11-28 13:03:23.167;Fechamento
5894;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1967;2.1983;2013-11-29 13:11:55.078;Fechamento
5895;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1939;2.1947;2013-12-13 13:05:46.705;Fechamento
5896;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2054;2.2064;2013-12-27 13:08:58.285;Fechamento
5897;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2011;2.2031;2013-12-31 11:03:18.266;Fechamento
5898;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1602;2.1617;2014-01-14 13:08:46.792;Fechamento
5899;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1646;2.1657;2014-01-28 13:03:46.335;Fechamento
5900;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1677;2.1689;2014-01-31 13:05:55.471;Fechamento
5901;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.178;2.1791;2014-02-14 13:06:35.861;Fechamento
5902;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1068;2.1082;2014-02-28 13:13:28.552;Fechamento
5903;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1068;2.1082;2014-02-28 13:13:28.552;Fechamento
5904;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1308;2.132;2014-03-14 13:10:41.871;Fechamento
5905;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.042;2.0433;2014-03-28 13:10:27.749;Fechamento
5906;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0508;2.0515;2014-04-01 13:06:33.73;Fechamento
5907;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0137;2.0148;2014-04-14 13:09:23.444;Fechamento
5908;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0268;2.0279;2014-04-28 13:16:25.151;Fechamento
5909;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0394;2.0413;2014-04-30 13:05:05.542;Fechamento
5910;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0315;2.0332;2014-05-14 13:09:49.681;Fechamento
5911;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.061;2.0617;2014-05-28 13:10:31.786;Fechamento
5912;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0591;2.0609;2014-05-30 13:05:41.094;Fechamento
5913;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0553;2.0564;2014-06-13 13:11:30.371;Fechamento
5914;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0574;2.0584;2014-06-27 13:02:50.058;Fechamento
5915;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.07;2.0714;2014-07-01 13:09:29.064;Fechamento
5916;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0677;2.0685;2014-07-14 13:41:58.416;Fechamento
5917;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0635;2.0654;2014-07-28 13:09:20.305;Fechamento
5918;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0698;2.0706;2014-08-01 13:09:28.709;Fechamento
5919;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0798;2.0809;2014-08-14 13:08:02.18;Fechamento
5920;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0712;2.0727;2014-08-28 13:04:33.121;Fechamento
5921;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0578;2.0589;2014-09-01 13:03:17.5;Fechamento
5922;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.098;2.0996;2014-09-12 13:11:46.037;Fechamento
5923;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1766;2.1779;2014-09-26 13:05:32.974;Fechamento
5924;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2033;2.2044;2014-10-01 13:06:15.963;Fechamento
5925;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1343;2.1354;2014-10-14 13:22:15.436;Fechamento
5926;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2251;2.2266;2014-10-28 13:07:38.966;Fechamento
5927;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1587;2.1598;2014-10-31 13:11:09.669;Fechamento
5928;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.3021;2.3037;2014-11-14 13:05:52.618;Fechamento
5929;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2432;2.2443;2014-11-28 13:13:55.737;Fechamento
5930;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2533;2.2552;2014-12-01 13:13:18.894;Fechamento
5931;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2949;2.296;2014-12-12 13:05:36.926;Fechamento
5932;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.3081;2.3098;2014-12-26 13:04:25.701;Fechamento
5933;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2909;2.292;2014-12-31 11:04:46.932;Fechamento
5934;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.1956;2.1967;2015-01-14 13:11:33.125;Fechamento
5935;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.0717;2.0727;2015-01-28 13:12:08.671;Fechamento
5936;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.085;2.086;2015-01-30 13:03:33.49;Fechamento
5937;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.2792;2.2805;2015-02-13 13:09:12.792;Fechamento
5938;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.3046;2.3053;2015-02-27 13:16:10.395;Fechamento
5939;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.3046;2.3053;2015-02-27 13:16:10.395;Fechamento
5940;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.5184;2.5196;2015-03-13 13:10:42.662;Fechamento
5941;CAD;https://was-p.bcnet.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata$metadata#_CotacaoMoedaPeriodoFechamento(cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim);2.5638;2.5653;2015-03-27 13:10:51.625;Fechamento
